sku,title,variant_title,vendor,wholesale_price,rrp
KIK - SFORBD20,Kialla Pure Foods Organic Sunflower Oil (RBD) 20L,,Kialla Pure Foods,218.69,
KIK - WUB1,Kialla Pure Foods Organic Unbleached Plain Flour 1kg,,Kialla Pure Foods,5.57,
KIK - WUB5,Kialla Pure Foods Organic Unbleached Plain Flour 5kg,,Kialla Pure Foods,27.27,
KIK - SRUB1,Kialla Pure Foods Organic Unbleached Self Raising Flour 1kg,,Kialla Pure Foods,5.95,
KIK - SRUB20,Kialla Pure Foods Organic Unbleached Self Raising Flour 20kg,,Kialla Pure Foods,76.71,
KIK - SRUB5,Kialla Pure Foods Organic Unbleached Self Raising Flour 5kg,,Kialla Pure Foods,27.91,
KIK - CF20,Kialla Pure Foods Organic Unbleached Soft Cake Flour 20kg,,Kialla Pure Foods,68.81,
KIK - CF700,Kialla Pure Foods Organic Unbleached Soft Cake Flour 700g,,Kialla Pure Foods,5.11,
KIK - PCV325,Kialla Pure Foods Organic Vegan Pancake Mix Vanilla 325g,,Kialla Pure Foods,5.47,
KIK - ONOPGV300,Kialla Pure Foods Organic Vegan Protein Overnight Oats Goji Vanilla 300g,,Kialla Pure Foods,6.30,
KIK - WB100,Kialla Pure Foods Organic Wheat Bran 100g,,Kialla Pure Foods,4.19,
KIK - WT20,Kialla Pure Foods Organic Wheat Grain 20kg,,Kialla Pure Foods,71.73,
KIK - WT400,Kialla Pure Foods Organic Wheat Grain 400g,,Kialla Pure Foods,4.19,
KIK - WT5,Kialla Pure Foods Organic Wheat Grain 5kg,,Kialla Pure Foods,21.77,
KIK - WP25,Kialla Pure Foods Organic Wheat Pollard 25kg,,Kialla Pure Foods,42.79,
KIK - QUFWIM20,Kialla Pure Foods Organic White Quinoa Flour 20kg,,Kialla Pure Foods,258.54,
KIK - QUWIM20,Kialla Pure Foods Organic White Quinoa Grain 20kg,,Kialla Pure Foods,231.00,
KIK - SOWF20,Kialla Pure Foods Organic White Sorghum Flour 20kg,,Kialla Pure Foods,110.53,
KIK - SOWF700,Kialla Pure Foods Organic White Sorghum Flour 700g,,Kialla Pure Foods,7.00,
KIK - RFIM20,Kialla Pure Foods Organic Wholegrain Rye Flour 20kg,,Kialla Pure Foods,82.80,
KIK - RFIM5,Kialla Pure Foods Organic Wholegrain Rye Flour 5kg,,Kialla Pure Foods,30.64,
KIK - RF700,Kialla Pure Foods Organic Wholegrain Rye Flour 700g,,Kialla Pure Foods,7.00,
KIK - SPFSGIM20,Kialla Pure Foods Organic Wholegrain Spelt Flour 20kg,,Kialla Pure Foods,134.40,
KIK - SPFSGIM5,Kialla Pure Foods Organic Wholegrain Spelt Flour 5kg,,Kialla Pure Foods,51.96,
KIK - SPFSGIM700,Kialla Pure Foods Organic Wholegrain Spelt Flour 700g,,Kialla Pure Foods,9.59,
KIK - WM20,Kialla Pure Foods Organic Wholemeal Wheat Flour 20kg,,Kialla Pure Foods,71.55,
KIK - MAF20,Kialla Pure Foods Organic Yellow Maize Flour 20kg,,Kialla Pure Foods,93.17,
KIK - MAF400,Kialla Pure Foods Organic Yellow Maize Flour 400g,,Kialla Pure Foods,4.89,
KIK - WUB10,Kialla Pure Organics -  Organic Unbleached Plain Flour 10kg,,Kialla Pure Foods,35.12,
KIK - SG20,Kialla Pure Organics Organic Stoneground Wholegrain Bakers Flour 20kg,,Kialla Pure Foods,67.40,
KIK - WAFC325,Kialla Pure Organics Organic Waffle Mix Classic 325g,,Kialla Pure Foods,5.47,
KIK - WUB12.5,Kialla Pure Organics Unbleached Plain Organic Bakers Flour 12.5kg,,Kialla Pure Foods,41.14,
KIK - WUB20,Kialla Pure Organics Unbleached Plain Organic Bakers Flour 20kg,,Kialla Pure Foods,67.39,
ONOBC300,Organic Overnight Oats Blueberry Cinnamon	300g,,Kialla Pure Foods,5.59,
KIK - ONOC300,Organic Overnight Oats Cacao 300g,,Kialla Pure Foods,5.95,
ROQCD300,Organic Quick Oats Cookie Dough 300 g,,Kialla Pure Foods,5.95,
ROQLM300,Organic Quick Oats Lamington 300 g,,Kialla Pure Foods,5.95,
KIK - ROSIM500,Organic Rolled Oats 500g,,Kialla Pure Foods,5.60,
KIK - EXTA - FluShot,40ml Mini - 2 Shot,,Kikai Markets,,
KIK - EXTA - GutBalance,40ml Mini - 2 Shot,,Kikai Markets,,
KIK - EXTA - HappyHorny,40ml Mini - 2 Shot,,Kikai Markets,,
KIK - EXTA - SpikeyTea,40ml Mini - 2 Shot,,Kikai Markets,,
KIK - EXTA - BrainBoost,40ml Mini - 2 shots,,Kikai Markets,,
KIK - EXTA - DetoxCleanse,40ml Mini - 2 shots,,Kikai Markets,,
KIK - WBS,Australian Bush Spices Balsamic infused with Wattleseed 250ml,,Kikai Markets,7.90,
KIK - OOM,Australian Bush Spices Olive Oil infused with Lemon Myrtle 250ml,,Kikai Markets,7.90,
KIK - 13603,Biody Organic Hand Sanitiser Pump 100ml,,Kikai Markets,8.17,
KIK - 13603-1,Biody Sanitiser gel 80ml,,Kikai Markets,4.95,
KIK - BOD-NHM250,BodFood Nourishing Hydration Mask 250ml,,Kikai Markets,23.99,
KIK - BOD-DS60,BodFood Organic Dry Shampoo 60g,,Kikai Markets,17.99,
KIK - BOD-SSP125,BodFood Organic Voluminous Sea Salt Spray 125ml,,Kikai Markets,20.49,
NH - RCUP -  RCBDC,Brown Rice Cakes With Belgian Dark Chocolate  30g ( 10x9),,Kikai Markets,,
NH - RCUP - RCBMC,Brown Rice Cakes With Belgian Milk Chocolate  30g ( 10x9),,Kikai Markets,,
NH - RCUP - RCBWC,Brown Rice Cakes With Belgian White Chocolate 30g (10x9),,Kikai Markets,94.50,
KIK - CHI-COOLP-500,Chiron Cactus & Olive Oil Laundry Powder 500g,,Kikai Markets,9.95,
Clearance - GST,Clearance items not in stock - With GST,,Kikai Markets,,
Clearance,Clearance products not in stock - GST EXEMPT,,Kikai Markets,,
KIK - PLAD17-100W,Eco SouLife 100pc Straight PLA Straws,,Kikai Markets,3.41,
KIK - PLAD17-100B,Eco SouLife 100pc Straight PLA Straws Black,,Kikai Markets,3.41,
KIK - PLAD17-100R,Eco SouLife 100pc Straight PLA Straws Red,,Kikai Markets,3.41,
KIK - WO19-0010,"Eco SouLife 24pc Wooden Colored Cutlery Set: 8 x Fork, 8 x Knife, 8 x Spoon",,Kikai Markets,2.75,
KIK - WSR19-1010,Eco SouLife 5 Compartment Serving Tray 2pc / Pack,,Kikai Markets,2.75,
KIK - PH12-020NT,Eco SouLife Areca Nut Leaf Bowls 12pc,,Kikai Markets,6.05,
KIK - PH12-022NT,Eco SouLife Areca Nut Leaf Dinner Plates 12pc,,Kikai Markets,6.93,
KIK - PL15-2001NT,Eco SouLife Areca Nut Leaf Divided Plates 5pc,,Kikai Markets,5.72,
KIK - PL16-2028US,Eco SouLife Areca Nut Leaf Large Serving Tray 3pc,,Kikai Markets,6.30,
KIK - PH12-024NT,Eco SouLife Areca Nut Leaf Large Square Plates 5pc,,Kikai Markets,2.75,
KIK - PL18-2029NT,Eco SouLife Areca Nut Leaf Medium Oval Serving Tray 3pc,,Kikai Markets,6.82,
KIK - PL18-2030NT,Eco SouLife Areca Nut Leaf Mini Bowls 12pc,,Kikai Markets,3.85,
KIK - PL16-2003NT,Eco SouLife Areca Nut Leaf Rectangle Plates 5pc,,Kikai Markets,3.30,
KIK - PL20-1005NT,Eco SouLife Areca Nut Leaf Salad Bowl 3pc,,Kikai Markets,13.75,
KIK - PH12-021NT,Eco SouLife Areca Nut Leaf Side Plates 12pc,,Kikai Markets,5.61,
KIK - PL16-2016NT,Eco SouLife Areca Nut Leaf Square Plates with Rib 5pc,,Kikai Markets,3.30,
KIK - PL16-2018NT,Eco SouLife Areca Nut Leaf Square Plates with Rib 5pc,,Kikai Markets,2.20,
KIK - SC19-0010NT,Eco SouLife Back to Nature Sugar Cane Straw 50pc,,Kikai Markets,4.00,
KIK - BMS18-0001,Eco SouLife Bamboo Straw 8pc with Brush in canvas bag,,Kikai Markets,7.92,
KIK - BDH-0035BL,Eco SouLife Cornstarch 140pc Dinner Set Black,,Kikai Markets,19.80,
KIK - BDH-0035NT,Eco SouLife Cornstarch 140pc Dinner Set Natural,,Kikai Markets,19.80,
KIK - CS18--2029BL,Eco SouLife Cornstarch 84pc Dinner Set Black,,Kikai Markets,13.42,
KIK - CS18--2029NT,Eco SouLife Cornstarch 84pc Dinner Set Natural,,Kikai Markets,13.42,
KIK - BC001BL,Eco SouLife Cornstarch Cutlery Set 24pc Black,,Kikai Markets,3.85,
KIK - BC001NT,Eco SouLife Cornstarch Cutlery Set 24pc Natural,,Kikai Markets,3.85,
KIK - CS21--2043BL,"Eco SouLife Disposable Set 84 Pc: 12 x 8 Oz Cups, 16 Oz Bowls, 9” Dinner Plates, 7” Side Plates, Wooden Forks, Wooden Spoons, Wooden Knives Black",,Kikai Markets,13.42,
KIK - CS21--2043NT,"Eco SouLife Disposable Set 84 Pc: 12 x 8 Oz Cups, 16 Oz Bowls, 9” Dinner Plates, 7” Side Plates, Wooden Forks, Wooden Spoons, Wooden Knives Natural",,Kikai Markets,13.42,
KIK - NK17-3002NS,Eco SouLife Recyled Paper Napkins 50pc,,Kikai Markets,2.20,
KIK - SCFS19-0012NT,Eco SouLife Sugar Cane Straw 2000pc,,Kikai Markets,91.56,
KIK - WO20-0014,Eco SouLife Wooden Fork 20pc,,Kikai Markets,1.32,
KIK - WO20-0015,Eco SouLife Wooden Knife 20pc,,Kikai Markets,1.32,
KIK - WO20-0016,Eco SouLife Wooden Spoon 20pc,,Kikai Markets,1.32,
KIK - EXA-BRAIN-375,Extremely Alive Brain Booster Wellness Tonic 375ml,,Kikai Markets,15.00,
KIK - EXA-DETOX-375,Extremely Alive Detox + Cleanse Wellness Tonic 375ml,,Kikai Markets,15.00,
KIK - EXA-GUT-375,Extremely Alive Gut Balance Wellness Tonic 375ml,,Kikai Markets,15.00,
KIK - EXA-TEA-375,Extremely Alive Spikey Tea Wellness Tonic 375ml,,Kikai Markets,15.00,
KIK - GW003,Gaia Activated Turmeric & Orange Kombucha Vinegar 250ml,,Kikai Markets,6.65,
KIK - GW002,Gaia Kakadu Plum & Pomegranate Kombucha Vinegar 250ml,,Kikai Markets,6.65,
KIK - GW001,Gaia Organic Apple Cider Collagen Boost Vinegar 250ml,,Kikai Markets,7.00,
KIK - GW004,Gaia Organic Coconut Cider Vinegar 250ml,,Kikai Markets,8.05,
KIK - 1467-10,GF Oats Organic Uncontaminated Oats 1kg,,Kikai Markets,20.72,
KIK - 1468-3,GF Oats Organic Uncontaminated Oats 2kg,,Kikai Markets,38.57,
KIK - 1451-10,GF Oats Organic Uncontaminated Oats 500g,,Kikai Markets,10.92,
KIK - 4014,GF Oats Organic Uncontaminated Oats 5kg,,Kikai Markets,85.00,
KIK - GF - 2,GF Oats Traditional Uncontaminated Oats 500g,,Kikai Markets,8.96,
KIK - GF - 20,GF Oats Traditional Uncontaminated Quick Oats 1kg,,Kikai Markets,17.13,
KIK - 3007,GF Oats Traditional Uncontaminated Quick Oats 2kg,,Kikai Markets,31.77,
KIK - 3008,GF Oats Traditional Uncontaminated Quick Oats 5kg,,Kikai Markets,72.64,
Immuno,Immuno Elixir SHOT Chaga & Black Currant 25ml ORGANIC,,Kikai Markets,2.55,
Rosehip Chaga,Immuno Elixir SHOT Chaga & Rosehip 25ml ORGANIC,,Kikai Markets,2.55,
buckthorn chaga,Immuno Elixir SHOT Chaga & Sea buckthorn 25ml ORGANIC,,Kikai Markets,2.55,
KIK - MN-L-30,Mama Nose EcoFriendly Bamboo Nappies Large Size (9 to 14kg),,Kikai Markets,15.64,
KIK - MN-M-30,Mama Nose EcoFriendly Bamboo Nappies Medium Size (6 to 11kg),,Kikai Markets,14.78,
KIK - MN-S-30,Mama Nose EcoFriendly Bamboo Nappies Small Size (3 to 8kg),,Kikai Markets,13.33,
KIK - MN-XL-30,Mama Nose EcoFriendly Bamboo Nappies Xlarge Size (12 to 18kg),,Kikai Markets,16.23,
NH - RCUP - MBMV,Maretti Bruschette Mediterranean Vegetables 70g (Carton of 15),,Kikai Markets,30.00,
NH - RCUP - MBSRG,Maretti Bruschette Slow Roasted Garlic 70g (Carton of 15),,Kikai Markets,30.00,
NH - RCUP - MBSCO,Maretti Bruschette Sour Cream and Onion 70g (Carton of 15),,Kikai Markets,30.00,
NH - RCUP - MBSBP,Maretti Bruschette Sweet Basil Pesto 70g (Carton of 15),,Kikai Markets,30.00,
NH - RCUP - MBTOO,"Maretti Bruschette Tomato, Olives & Oregano 70g (Carton of 15)",,Kikai Markets,30.00,
KIK - MAV-MBB,Mavella Superfoods Brain Boost 100g,,Kikai Markets,15.56,
KIK - MAV - MIB,Mavella Superfoods Immune Boost 100g,,Kikai Markets,15.56,
KIK - MAV - KBC,Mavella Superfoods Kombucha + Beauty Cannister Can (10 x 4g),,Kikai Markets,18.72,
KIK - MAV - KEC,Mavella Superfoods Kombucha + Energy Cannister Can (10 x 4g),,Kikai Markets,18.72,
KIK - MAV - KGC,Mavella Superfoods Kombucha + Gut Cannister Can (10 x 4g),,Kikai Markets,18.72,
KIK - AACFO30,MIOD Anti-Aging Complex Face Oil 30ml,,Kikai Markets,36.40,
KIK - ABRM50,MIOD Australian Botanical Repair Moisturiser 50ml,,Kikai Markets,36.40,
KIK - ANHM50,MIOD Australian Native Hydrating Moisturiser 50ml,,Kikai Markets,36.40,
KIK - BBFO30,MIOD Botanical Balancing Face Oil 30ml,,Kikai Markets,33.80,
KIK - EBL50,MIOD Enzyme Balancing Lotion 50ml,,Kikai Markets,33.80,
KIK - EGC125,MIOD Enzyme Gel Cleanser 125ml,,Kikai Markets,27.30,
KIK - OCL100,MIOD Organic Cleansing Oil 100ml,,Kikai Markets,26.00,
KIK - SCC125,MIOD Soothing Cream Cleanser 125ml,,Kikai Markets,28.60,
KIK - SNOS30,MIOD Superfood Nourishing Oil Serum 30ml,,Kikai Markets,37.70,
KIK - SVCM50,MIOD Superfood Vitamin C Moisturiser  50ml,,Kikai Markets,37.70,
Cookie&cream,One Down Health Vegan Cookies and Cream Protein 500g,,Kikai Markets,25.20,
KIK - EF01,Pimp My Salad Cashew Parm Cheez eco jar 120g,,Kikai Markets,6.84,
KIK - EF03,Pimp My Salad Coconut Bacon eco jar 60g,,Kikai Markets,5.59,
KIK - EF13,Pimp My Salad Gluten Free Vegan Croutons Value Pack 150g,,Kikai Markets,4.75,
KIK - EF06,Pimp My salad Hemp Parmesan 120g,,Kikai Markets,6.84,
KIK - EF04,Pimp My salad Spicy Sunflower Seeds 110g,,Kikai Markets,5.59,
KIK - PBP-RA-9Q5N-7VTA,Pure Botany Purveyor Organic Blue Spirulina 50g,,Kikai Markets,28.99,
KIK - PBP-DK-K9WU-BJ0T,Pure Botany Purveyor Organic Pine Mango Powder 50g,,Kikai Markets,16.25,
KIK - PBP-H0-UFM0-MCPG,Pure Botany Purveyor Organic Pink Pitaya Powder 50g,,Kikai Markets,16.25,
KIK - PBP- 4L-VQ7R-DWSJ,Pure Botany Purveyor Organic Raspberry Powder 50g,,Kikai Markets,16.25,
NH - RCUP - RCH7SS,RiceUp/ Brown Rice Cakes with 7 Super Seeds 120g (Carton of 12),,Kikai Markets,27.60,
NH - RCUP - RCHBIR,RiceUp/ Brown Rice Cakes with Black Imperial Rice 120g (Carton of 12),,Kikai Markets,27.60,
NH - RCUP - RCHBAM120-single,RiceUp/ Brown Rice Cakes with Buckwheat & Amaranth 120g,RiceUp/ Brown Rice Cakes with Buckwheat & Amaranth 120g,Kikai Markets,2.30,
NH - RCUP - RCHCHQ120,RiceUp/ Brown Rice Cakes with Chia & Quinoa 120g (Carton of 12),,Kikai Markets,27.60,
NH - RCUP - RCHHS-single,RiceUp/ Brown Rice Cakes with Himalayan Salt 120g,RiceUp/ Brown Rice Cakes with Himalayan Salt 120g,Kikai Markets,2.30,
NH - RCUP - RCHHS,RiceUp/ Brown Rice Cakes with Himalayan Salt 120g (Carton of 12),,Kikai Markets,27.60,
NH - RCUP - RCHPS,RiceUp/ Brown Rice Cakes with Pumpkin Seeds 120g (Carton of 12),,Kikai Markets,27.60,
NH - RCUP - RCHSS120,RiceUp/ Brown Rice Cakes with Sunflower Seeds 120g (Carton of 12),,Kikai Markets,27.60,
NH - RCUP - RCHBBL-single,RiceUp/ Brown Rice Chips Black Beluga Lentil 60g,RiceUp/ Brown Rice Chips Black Beluga Lentil 60g,Kikai Markets,2.50,
NH - RCUP - RCHBBL,RiceUp/ Brown Rice Chips Black Beluga Lentil 60g (Carton of 18),,Kikai Markets,45.00,
NH - RCUP - RCHBAM,RiceUp/ Brown Rice Chips Buckweat & Amaranth 60g (Carton of 18),,Kikai Markets,45.00,
NH - RCUP - RCHCH-single,RiceUp/ Brown Rice Chips Cheese 60g,RiceUp/ Brown Rice Chips Cheese 60g,Kikai Markets,2.50,
NH - RCUP - RCHCH,RiceUp/ Brown Rice Chips Cheese 60g (Carton of 18),,Kikai Markets,45.00,
NH - RCUP - RCHCHQ,RiceUp/ Brown Rice Chips Chia & Quinoa 60g (Carton of 18),,Kikai Markets,45.00,
NH - RCUP - RCHCBCM-single,RiceUp/ Brown Rice Chips Cinnamon Brown Cane Muscovado 60g,RiceUp/ Brown Rice Chips Cinnamon Brown Cane Muscovado 60g,Kikai Markets,2.50,
NH - RCUP - RCHCBCM,RiceUp/ Brown Rice Chips Cinnamon Brown Cane Muscovado 60g (Carton of 18),,Kikai Markets,45.00,
NH - RCUP - RCHGCP,RiceUp/ Brown Rice Chips Gorgonzola & Caramelized Pear 60g (Carton of 18),,Kikai Markets,45.00,
NH - RCUP - RCHHMT,RiceUp/ Brown Rice Chips Honey & Mustard 60g (Carton of 18),,Kikai Markets,45.00,
NH - RCUP - RCHJ,RiceUp/ Brown Rice Chips Jamon 60g (Carton of 18),,Kikai Markets,45.00,
NH - RCUP - RCHMSSD,RiceUp/ Brown Rice Chips Millet & Sunflower Seeds 60g (Carton of 18),,Kikai Markets,45.00,
NH - RCUP - RCHMB,RiceUp/ Brown Rice Chips Mung Bean 60g (Carton of 18),,Kikai Markets,45.00,
NH - RCUP - RCHP-single,RiceUp/ Brown Rice Chips Pesto 60g,RiceUp/ Brown Rice Chips Pesto 60g,Kikai Markets,2.50,
NH - RCUP - RCHP,RiceUp/ Brown Rice Chips Pesto 60g (Carton of 18),,Kikai Markets,45.00,
NH - RCUP - RCHPZ,RiceUp/ Brown Rice Chips Pizza 60g (Carton of 18),,Kikai Markets,45.00,
NH - RCUP - RCHRL,RiceUp/ Brown Rice Chips Red Lentil 60g (Carton of 18),,Kikai Markets,45.00,
NH - RCUP - RCHSSP,RiceUp/ Brown Rice Chips Sea Salt & Pepper 60g (Carton of 18),,Kikai Markets,45.00,
NH - RCUP - RCHSS-single,RiceUp/ Brown Rice Chips Sea Salt 60g,RiceUp/ Brown Rice Chips Sea Salt 60g,Kikai Markets,2.50,
NH - RCUP - RCHSS,RiceUp/ Brown Rice Chips Sea Salt 60g (Carton of 18),,Kikai Markets,45.00,
NH - RCUP - RPBBDC,RiceUp/ Brown Rice Proviotic Bars with Belgian Dark Chocolate 18g (Carton of 20),,Kikai Markets,18.00,
NH - RCUP - RPBBMC,RiceUp/ Brown Rice Proviotic Bars with Belgian Milk Chocolate 18g (Carton of 20),,Kikai Markets,18.00,
NH - RCUP - RPBBWC,RiceUp/ Brown Rice Proviotic Bars with Belgian White Chocolate 18g (Carton of 20),,Kikai Markets,18.00,
NH - RCUP - RRBDC,RiceUp/ Brown Rice Rolls with Belgian Dark Chocolate 50g (Carton of 18),,Kikai Markets,45.00,
NH - RCUP - RRBDC90,RiceUp/ Brown Rice Rolls with Belgian Dark Chocolate 90g (Carton of 12),,Kikai Markets,50.00,
NH - RCUP - RRBMC90,"RiceUp/ Brown Rice Rolls with Belgian Milk Chocolate
90g (Carton of 12)",,Kikai Markets,50.00,
NH - RCUP - RRBMC,RiceUp/ Brown Rice Rolls with Belgian Milk Chocolate 50g (Carton of 18),,Kikai Markets,45.00,
NH - RCUP - RRBWC,RiceUp/ Brown Rice Rolls with Belgian White Chocolate 50g (Carton of 18),,Kikai Markets,45.00,
NH - RCUP - RC7SS-single,RiceUp/ Organic Brown Rice Cakes 7 Super Seeds 120g,RiceUp/ Organic Brown Rice Cakes 7 Super Seeds 120g,Kikai Markets,2.30,